ep2zone1	Rotary_sw02	S4EP2FX_168X_S3_CC.OGG
ep2zone1	Sega_Logo	S4EP2FX_111a_S2_8271_MaSTER_3DB_44.OGG
ep2zone1	Shune01	S4EP2FX_154X_S3_6C_1217V3.OGG
ep2zone1	SpStage04	S4EP2FX_202_332_V1_1028.OGG
ep2zone1	Special1	S4EP2FX_104_S1C3_44.OGG
ep2zone1	Special2	S4EP2FX_105_S1CA_44.OGG
ep2zone1	Special_1up	S4EP2FX_008_S1BF_44.OGG
ep2zone1	Spin	S4EP2FX_019_SKAB_44.OGG
ep2zone1	Spine	S4EP2FX_068_SK52_44_1217V2.OGG
ep2zone1	Spray	S4EP2FX_023_SK6C_44.OGG
ep2zone1	Spring	S4EP2FX_067_SKB1_44.OGG
ep2zone1	Sspin	S4EP2FX_153_V1_1201_COOP_SPIND_ST.OGG
ep2zone1	TlsProp	S4EP2FX_151X_S3_D1.OGG
ep2zone1	TlsScrew	S4EP2FX_151_V2_1208.OGG
ep2zone1	Tomado01	S4EP2FX_229_V1_1028.OGG
ep2zone1	Tomado02	S4EP2FX_230_V1_1111.OGG
ep2zone1	Tomado03	S4EP2FX_231_V4_1223.OGG
ep2zone1	Tomado04	S4EP2FX_232_V5_1223.OGG
ep2zone1	Tomado05	S4EP2FX_233_V4_1223.OGG
ep2zone1	Tomado06	S4EP2FX_234_V1_1111.OGG
ep2zone1	Transform	S4EP2FX_016a_S2_645F_44.OGG
ep2zone1	Uri01	S4EP2FX_155_V4_1210.OGG
ep2zone1	Uri02	S4EP2FX_156_V3_1204.OGG
ep2zone1	Uri03	S4EP2FX_155_V3_1117.OGG
ep2zone1	Waterdash01	S4EP2FX_158X_S2_81_70_1210V3.OGG
ep2zone1	Window	S4EP2FX_003_SHSY05_32.OGG
ep2zone1	WorldMap1	S4EP2FX_146a_WORLDMaP1_44.OGG
ep2zone1	WorldMap3	S4EP2FX_146a_WORLDMaP1_44.OGG
ep2zone1	e2_Boss1_01	S4EP2FX_177X_S3_C9.OGG
ep2zone1	e2_Boss1_02	S4EP2FX_178X_S3_93_1208V2.OGG
ep2zone1	e2_Boss1_03	S4EP2FX_179X_S2_66_61_1208V2.OGG
ep2zone1	e2_Boss1_04	S4EP2FX_180X_S3_7C_1208_V2.OGG
ep2zone1	e2_Boss1_05	S4EP2FX_181X_S3_D5.OGG
ep2zone1	e2_Boss1_06	S4EP2FX_182_V2_1204.OGG
ep2zone1	e2_Boss1_07	S4EP2FX_183X_S2_61_5C.OGG
ep2zone1	e2_Boss1_08	S4EP2FX_159X_S3_59.OGG
ep2zone1	e2_Boss1_09	S4EP2FX_185X_S3_A8.OGG
ep2zone1	e2_Boss1_10	S4EP2FX_186X_S3_A2.OGG
ep2zone1	e2_Boss1_11	S4EP2FX_187_V2_1207.OGG
ep2zone1	e2_Boss1_12	S4EP2FX_188_V4_1220.OGG
ep2zone1	e2_Boss1_13	S4EP2FX_189X_S3_A0.OGG
ep2zone1	e2_Boss1_14	S4EP2FX_190_V2_1207.OGG
ep2zone1	e2_Boss1_15	S4EP2FX_191X_S3_A6_120_1208V2.OGG
ep2zone1	e2_Boss1_16	S4EP2FX_192X_S3_80_1208V2.OGG
ep2zone1	e2_Boss1_17	S4EP2FX_193_V3_1213.OGG
ep2zone1	e2_Boss1_18	S4EP2FX_194_V2_1204.OGG
ep2zone1	e2_Boss1_19	S4EP2FX_195X_S3_95.OGG
ep2zone1	e2_Boss1_20	S4EP2FX_196X_S3_9F.OGG
ep2zone1	e2_Boss1_21	S4EP2FX_196X_S3_70.OGG
ep2zone1	e2_Boss1_22	S4EP2FX_196X_S3_70.OGG
ep2zone1	e2_Boss1_23	S4EP2FX_196X_S3_70.OGG
ep2zone1	e2_Boss1_24	S4EP2FX_196X_S3_70.OGG
ep2zone1	e2_Boss1_25	S4EP2FX_201X_S3_4E.OGG
ep2zone2	Attention	S4EP2FX_024_S1C2_44.OGG
ep2zone2	Avalanche01	S4EP2FX_262_V5_1229.OGG
ep2zone2	Avalanche02	S4EP2FX_263_V4_1228.OGG
ep2zone2	Azara01	S4EP2FX_228_V4_1221.OGG
ep2zone2	Barrier	S4EP2FX_018_SK3A_44.OGG
ep2zone2	Boss0_01	S4EP2FX_031a_S2_132C_44.OGG
ep2zone2	Boss0_02	S4EP2FX_032_S1CB_44.OGG
ep2zone2	Boss0_03	S4EP2FX_033a_SB_EXPL2_22.OGG
ep2zone2	Brake	S4EP2FX_010_SK36_44.OGG
ep2zone2	BreakOBJ	S4EP2FX_071_SK6E_44.OGG
ep2zone2	BreakWall	S4EP2FX_072_SK81_44.OGG
ep2zone2	Breathe	S4EP2FX_025_S1AD_44.OGG
ep2zone2	Cancel	S4EP2FX_002_SHSY09_22.OGG
ep2zone2	Capsule	S4EP2FX_075_S1C4_44.OGG
ep2zone2	Coop01	S4EP2FX_202_332_V1_1028.OGG
ep2zone2	Coop02	S4EP2FX_203_V2_1207.OGG
ep2zone2	Coop04	S4EP2FX_205_V1_1201_COOP_SPIN_ST.OGG
ep2zone2	Coop05	S4EP2FX_206_V6_1225.OGG
ep2zone2	Countdown	S4EP2FX_005_SHSY13_22.OGG
ep2zone2	Cursol	S4EP2FX_000_SHSY07_22.OGG
ep2zone2	D_wall01	S4EP2FX_160X_S2_37_44_1208V2.OGG
ep2zone2	D_wall02	S4EP2FX_161X_S2_44_4B_1208V2.OGG
ep2zone2	Damage1	S4EP2FX_013_S1A3_44.OGG
ep2zone2	Damage2	S4EP2FX_022_S1A6_44.OGG
ep2zone2	Damage3	S4EP2FX_014_S1B2_44.OGG
ep2zone2	Dash1	S4EP2FX_020_SKB6_44.OGG
ep2zone2	Dash2	S4EP2FX_021_SK3C_44.OGG
ep2zone2	DashPanel	S4EP2FX_069_SHCN000B_22.OGG
ep2zone2	Double01	S4EP2FX_207_V2_1217.OGG
ep2zone2	Double02	S4EP2FX_208_V2_1207.OGG
ep2zone2	Double03	S4EP2FX_209_V2_1217.OGG
ep2zone2	Enemy	S4EP2FX_017a_S2_3441_44.OGG
ep2zone2	FrzWater01	S4EP2FX_265_V4_1221.OGG
ep2zone2	GoalPanel	S4EP2FX_074_S1CF_44.OGG
ep2zone2	Homing	S4EP2FX_015_SHPLSP01_22.OGG
ep2zone2	ItemBox_Dbl	S4EP2FX_266_V2 1210.OGG
ep2zone2	Jump	S4EP2FX_009_SK62_44.OGG
ep2zone2	LockedOn	S4EP2FX_144a_COLORS_OBJ_LOCKON_22.OGG
ep2zone2	MS_Brake	S4EP2FX_211_SA2B_METaLSONIC_BRaKE_MIXB_22.OGG
ep2zone2	MS_Burner1	S4EP2FX_219_V2_HEaD.OGG
ep2zone2	MS_Burner2	S4EP2FX_220_V1_1028.OGG
ep2zone2	MS_Damage1	S4EP2FX_213_V1_1028.OGG
ep2zone2	MS_Dash2	S4EP2FX_216_V1_1207.OGG
ep2zone2	MS_Jump	S4EP2FX_210_METaLSONIC_JUMP_44.OGG
